GENDER HEIGHT_CM HAND_LNTH
M 190.5 205
M 177.8 203
M 185.42 201
M 182.88 212
M 177.8 198
M 180.34 207
M 177.8 192
M 175.26 199
M 175.26 193
M 180.34 195
M 182.88 200
M 177.8 189
M 167.64 192
M 182.88 194
M 172.72 195
M 185.42 202
M 167.64 187
M 180.34 203
M 177.8 196
M 172.72 188
M 182.88 199
M 177.8 197
M 182.88 186
M 177.8 191
M 170.18 187
M 182.88 194
M 172.72 196
M 175.26 184
M 165.1 166
F 167.64 177
F 154.94 160
F 160.02 181
F 185.42 204
F 154.94 168
F 154.94 176
F 185.42 212
F 165.1 176
F 157.48 176
F 167.64 175
F 170.18 180
F 162.56 178
F 165.1 171
F 165.1 176
F 165.1 182
F 172.72 196
F 165.1 167
F 162.56 172
F 157.48 166
F 162.56 180
F 157.48 171
F 154.94 165
F 165.1 175
F 167.64 180
F 152.4 171
F 165.1 170
F 167.64 190
F 170.18 199
F 152.4 156
F 170.18 184
F 170.18 171
F 167.64 183
F 170.18 175
F 154.94 166
F 165.1 168
F 167.64 175
F 162.56 174
F 154.94 172
F 180.34 186
F 185.42 200
F 165.1 179
F 167.64 180
F 160.02 171
F 154.94 171
F 162.56 180
F 167.64 177
F 162.56 182
F 162.56 181
F 160.02 165
F 162.56 174
F 167.64 182
F 172.72 196
F 162.56 187
F 165.1 174
F 175.26 185
F 162.56 196
F 160.02 178
F 167.64 180
F 154.94 178
F 162.56 174
F 165.1 177
F 162.56 181
F 160.02 173
F 160.02 175
F 160.02 162
F 162.56 180
F 157.48 175
F 157.48 188
F 149.86 155
F 175.26 179
F 175.26 183
F 165.1 181
F 154.94 171
F 167.64 182
F 154.94 171
F 165.1 178
F 165.1 183
F 160.02 185
F 162.56 182
F 177.8 189
F 167.64 177
F 175.26 202
F 157.48 183
F 160.02 169
F 170.18 181
F 152.4 155
F 167.64 190
F 162.56 183
F 167.64 175
F 172.72 187
F 162.56 178
F 165.1 173
F 162.56 177
F 165.1 177
F 175.26 195
F 172.72 174
F 167.64 179
F 157.48 177
F 172.72 188
F 162.56 180
F 165.1 182
F 172.72 178
F 162.56 181
F 160.02 178
F 175.26 196
F 160.02 171
F 157.48 174
F 165.1 188
F 165.1 191
F 167.64 182
F 154.94 177
F 162.56 175
F 152.4 163
F 167.64 194
F 182.88 183
F 162.56 178
F 160.02 163
F 149.86 152
F 170.18 200
F 167.64 171
F 160.02 182
F 165.1 187
F 157.48 173
F 154.94 183
F 162.56 168
F 157.48 181
F 160.02 177
F 152.4 161
F 162.56 174
F 170.18 183
F 160.02 185
F 154.94 156
F 165.1 182
F 162.56 169
F 157.48 168
F 167.64 177
F 157.48 166
F 170.18 185
F 162.56 173
F 157.48 171
F 157.48 176
F 149.86 173
F 167.64 182
F 170.18 188
F 152.4 178
F 154.94 170
F 157.48 173
F 175.26 183
F 157.48 178
F 165.1 183
F 162.56 186
F 162.56 172
F 165.1 186
F 162.56 176
F 152.4 168
F 157.48 181
F 149.86 158
F 157.48 188
F 162.56 173
F 160.02 179
F 180.34 187
F 162.56 177
F 157.48 150
F 157.48 164
F 162.56 183
F 162.56 173
F 162.56 190
F 162.56 180
F 157.48 180
F 170.18 189
F 172.72 184
F 157.48 183
F 170.18 191
F 157.48 176
F 170.18 175
F 175.26 188
F 182.88 193
F 167.64 179
F 165.1 190
F 170.18 191
F 160.02 178
F 167.64 178
F 167.64 174
F 162.56 187
F 172.72 184
F 167.64 196
F 157.48 160
F 157.48 178
F 172.72 190
F 160.02 172
F 160.02 182
F 165.1 184
F 170.18 187
F 172.72 181
F 180.34 208
F 170.18 192
F 177.8 191
F 152.4 166
F 167.64 184
F 162.56 164
F 170.18 200
F 154.94 172
F 180.34 189
F 162.56 169
F 162.56 179
F 162.56 189
F 162.56 180
F 165.1 182
F 167.64 173
F 160.02 172
F 157.48 163
F 167.64 180
F 157.48 170
F 154.94 161
F 165.1 181
F 165.1 179
F 160.02 172
F 160.02 166
F 172.72 192
F 165.1 176
F 152.4 170
F 167.64 177
F 167.64 175
F 157.48 166
F 160.02 180
F 154.94 171
F 162.56 177
F 160.02 194
F 157.48 176
F 172.72 195
F 165.1 179
F 172.72 184
F 160.02 178
F 165.1 183
F 162.56 173
F 165.1 170
F 160.02 175
F 170.18 187
F 160.02 185
F 149.86 174
F 154.94 165
F 172.72 189
F 160.02 168
F 170.18 189
F 177.8 189
F 165.1 171
F 160.02 181
F 170.18 183
F 162.56 195
F 170.18 195
F 160.02 184
F 170.18 176
F 162.56 179
F 167.64 190
F 162.56 170
F 162.56 169
F 165.1 188
F 160.02 185
F 172.72 187
F 167.64 193
F 160.02 169
F 175.26 194
F 167.64 180
F 160.02 181
F 160.02 173
F 160.02 169
F 165.1 178
F 170.18 181
F 157.48 186
F 170.18 183
F 157.48 181
F 165.1 176
F 160.02 193
F 160.02 172
F 167.64 177
F 175.26 183
F 162.56 183
F 165.1 178
F 177.8 204
F 167.64 184
F 160.02 180
F 170.18 199
F 170.18 181
F 162.56 182
F 160.02 188
F 157.48 170
F 147.32 176
F 160.02 183
F 157.48 173
F 180.34 206
F 165.1 174
F 172.72 211
F 167.64 190
F 157.48 174
F 154.94 173
F 177.8 199
F 154.94 167
F 160.02 177
F 167.64 194
F 157.48 167
F 160.02 171
F 152.4 171
F 175.26 184
F 170.18 183
F 149.86 168
F 160.02 188
F 175.26 187
F 157.48 175
F 167.64 178
F 162.56 174
F 172.72 183
F 167.64 172
F 154.94 182
F 157.48 171
F 172.72 177
F 162.56 177
F 162.56 177
F 170.18 176
F 180.34 194
F 160.02 173
F 147.32 160
F 170.18 185
F 170.18 195
F 170.18 187
F 167.64 187
F 157.48 170
F 170.18 198
F 162.56 190
F 165.1 182
F 177.8 187
F 182.88 174
F 167.64 185
F 160.02 182
F 154.94 172
F 167.64 197
F 162.56 163
F 175.26 178
F 162.56 189
F 172.72 188
F 165.1 169
F 167.64 198
F 162.56 178
F 162.56 161
F 167.64 176
F 157.48 168
F 167.64 180
F 162.56 181
F 165.1 181
F 157.48 176
F 160.02 181
F 167.64 178
F 160.02 181
F 162.56 181
F 170.18 184
F 152.4 177
F 172.72 184
F 180.34 182
F 160.02 185
F 157.48 176
F 177.8 211
F 154.94 178
F 167.64 186
F 162.56 189
F 160.02 168
F 170.18 184
F 152.4 172
F 170.18 174
F 170.18 195
F 152.4 162
F 175.26 188
F 160.02 170
F 152.4 179
F 167.64 179
F 172.72 198
F 165.1 184
F 160.02 179
F 157.48 180
F 157.48 175
F 160.02 177
F 157.48 182
F 157.48 173
F 154.94 178
F 154.94 161
F 160.02 175
F 177.8 191
F 165.1 189
F 152.4 166
F 167.64 182
F 160.02 178
F 160.02 176
F 170.18 187
F 160.02 176
F 154.94 173
F 160.02 167
F 165.1 201
F 160.02 169
F 160.02 163
F 172.72 187
F 160.02 172
F 180.34 197
F 167.64 189
F 167.64 191
F 152.4 182
F 152.4 179
F 162.56 187
F 175.26 189
F 157.48 170
F 167.64 196
F 167.64 189
F 165.1 174
F 162.56 191
F 165.1 191
F 157.48 167
F 177.8 186
F 162.56 180
F 170.18 179
F 167.64 177
F 162.56 192
F 154.94 171
F 165.1 167
F 172.72 180
F 162.56 191
F 157.48 192
F 160.02 181
F 162.56 181
F 160.02 181
F 170.18 183
F 162.56 179
F 170.18 176
F 165.1 195
F 157.48 164
F 165.1 189
F 167.64 178
F 165.1 170
F 162.56 187
F 170.18 187
F 175.26 194
F 157.48 179
F 157.48 187
F 167.64 184
F 162.56 175
F 152.4 170
F 162.56 174
F 175.26 202
F 165.1 183
F 170.18 197
F 167.64 181
F 170.18 194
F 165.1 168
F 162.56 174
F 167.64 190
F 170.18 183
F 160.02 185
F 162.56 179
F 162.56 172
F 160.02 171
F 172.72 191
F 162.56 181
F 157.48 187
F 152.4 178
F 185.42 197
F 157.48 181
F 165.1 184
F 170.18 180
F 165.1 186
F 170.18 184
F 162.56 183
F 167.64 170
F 167.64 178
F 157.48 165
F 157.48 173
F 177.8 182
F 167.64 186
F 162.56 180
F 165.1 177
F 162.56 185
F 165.1 176
F 170.18 188
F 162.56 177
F 165.1 181
F 165.1 182
F 152.4 166
F 165.1 192
F 167.64 195
F 160.02 181
F 165.1 179
F 160.02 177
F 162.56 185
F 160.02 179
F 172.72 197
F 157.48 175
F 160.02 185
F 165.1 171
F 160.02 180
F 149.86 162
F 165.1 189
F 154.94 186
F 167.64 181
F 147.32 161
F 160.02 177
F 167.64 174
F 167.64 188
F 167.64 178
F 172.72 178
F 160.02 178
F 167.64 180
F 165.1 190
F 162.56 168
F 157.48 183
F 154.94 161
F 172.72 190
F 167.64 170
F 165.1 172
F 167.64 188
F 165.1 180
F 170.18 181
F 172.72 187
F 160.02 190
F 167.64 184
F 167.64 178
F 162.56 192
F 170.18 183
F 167.64 182
F 167.64 175
F 177.8 184
F 154.94 179
F 154.94 174
F 154.94 167
F 162.56 176
F 160.02 188
F 157.48 180
F 167.64 192
F 172.72 197
F 170.18 188
F 165.1 179
F 162.56 182
F 157.48 175
F 167.64 191
F 167.64 181
F 154.94 164
F 170.18 186
F 177.8 186
F 167.64 188
F 170.18 193
F 157.48 176
F 152.4 179
F 165.1 189
F 172.72 194
F 167.64 177
F 160.02 190
F 175.26 196
F 167.64 180
F 167.64 180
F 167.64 187
F 162.56 180
F 170.18 181
F 165.1 174
F 165.1 188
F 167.64 175
F 172.72 192
F 175.26 183
F 167.64 188
F 160.02 175
F 165.1 173
F 162.56 181
F 167.64 179
F 175.26 169
F 157.48 169
F 154.94 172
F 170.18 190
F 170.18 194
F 172.72 190
F 157.48 167
F 172.72 191
F 172.72 192
F 167.64 188
F 167.64 173
F 165.1 185
F 149.86 185
F 162.56 177
F 172.72 180
F 175.26 188
F 175.26 182
F 157.48 184
F 162.56 181
F 160.02 177
F 160.02 172
F 172.72 178
F 162.56 184
F 165.1 191
F 162.56 168
F 157.48 169
F 165.1 170
F 165.1 188
F 167.64 190
F 170.18 178
F 160.02 180
F 170.18 188
F 172.72 179
F 165.1 191
F 154.94 172
F 172.72 194
F 160.02 180
F 165.1 187
F 165.1 175
F 167.64 187
F 170.18 188
F 157.48 184
F 157.48 178
F 172.72 186
F 162.56 200
F 149.86 169
F 167.64 174
F 170.18 194
F 160.02 173
F 157.48 176
F 157.48 177
F 170.18 185
F 157.48 173
F 157.48 167
F 160.02 180
F 162.56 170
F 172.72 175
F 162.56 189
F 160.02 187
F 175.26 185
F 152.4 166
F 167.64 173
F 162.56 186
F 165.1 177
F 165.1 181
F 165.1 185
F 167.64 180
F 165.1 176
F 160.02 181
F 160.02 180
F 152.4 186
F 157.48 169
F 167.64 184
F 170.18 198
F 170.18 185
F 160.02 187
F 160.02 180
F 162.56 175
F 162.56 170
F 157.48 186
F 165.1 185
F 165.1 185
F 165.1 192
F 167.64 176
F 170.18 183
F 167.64 182
F 187.96 196
F 167.64 202
F 180.34 186
F 167.64 195
F 160.02 192
F 162.56 188
F 172.72 190
F 172.72 184
F 162.56 175
F 167.64 182
F 172.72 189
F 157.48 170
F 165.1 192
F 165.1 172
F 165.1 185
F 167.64 185
F 165.1 192
F 167.64 183
F 165.1 173
F 162.56 167
F 172.72 178
F 175.26 198
F 160.02 177
F 165.1 177
F 165.1 183
F 154.94 165
F 175.26 188
F 157.48 172
F 162.56 177
F 152.4 162
F 170.18 202
F 167.64 183
F 180.34 188
F 167.64 180
F 160.02 174
F 170.18 184
F 152.4 169
F 167.64 185
F 162.56 173
F 165.1 182
F 172.72 185
F 172.72 192
F 165.1 181
F 172.72 197
F 167.64 170
F 165.1 177
F 162.56 170
F 170.18 182
F 167.64 179
F 162.56 172
F 160.02 185
F 152.4 155
F 162.56 173
F 147.32 154
F 170.18 188
F 157.48 162
F 160.02 169
F 180.34 189
F 165.1 180
F 157.48 167
F 162.56 182
F 170.18 187
F 165.1 186
F 165.1 177
F 160.02 162
F 175.26 187
F 162.56 171
F 160.02 165
F 144.78 163
F 175.26 188
F 165.1 168
F 160.02 171
F 165.1 172
F 154.94 182
F 177.8 193
F 147.32 160
F 170.18 183
F 154.94 181
F 175.26 197
F 170.18 178
F 157.48 166
F 170.18 182
F 172.72 190
F 172.72 178
F 172.72 173
F 162.56 177
F 175.26 195
F 165.1 182
F 162.56 189
F 167.64 190
F 154.94 165
F 162.56 183
F 167.64 180
F 170.18 182
F 152.4 172
F 172.72 185
F 160.02 181
F 185.42 200
F 160.02 175
F 160.02 168
F 167.64 170
F 162.56 178
F 170.18 179
F 177.8 196
F 160.02 176
F 172.72 190
F 162.56 176
F 165.1 187
F 165.1 186
F 170.18 199
F 157.48 170
F 172.72 179
F 162.56 177
F 170.18 186
F 172.72 178
F 162.56 189
F 165.1 174
F 167.64 183
F 175.26 188
F 172.72 177
F 170.18 205
F 170.18 180
F 157.48 173
F 154.94 176
F 160.02 179
F 162.56 173
F 154.94 166
F 152.4 179
F 157.48 182
F 170.18 198
F 160.02 178
F 162.56 167
F 165.1 181
F 170.18 201
F 172.72 183
F 160.02 169
F 167.64 179
F 162.56 179
F 165.1 179
F 165.1 194
F 162.56 173
F 152.4 168
F 172.72 187
F 157.48 175
F 154.94 170
F 152.4 174
F 167.64 192
F 172.72 184
F 160.02 174
F 162.56 178
F 165.1 190
F 167.64 186
F 167.64 176
F 167.64 181
F 162.56 195
F 160.02 177
F 162.56 178
F 167.64 182
F 172.72 185
F 172.72 179
F 165.1 177
F 170.18 190
F 175.26 183
F 162.56 176
F 162.56 180
F 165.1 181
F 160.02 169
F 170.18 183
F 162.56 180
F 160.02 168
F 170.18 181
F 160.02 182
F 177.8 177
F 170.18 184
F 172.72 189
F 162.56 166
F 162.56 174
F 160.02 178
F 162.56 181
F 167.64 189
F 175.26 189
F 170.18 180
F 160.02 173
F 167.64 178
F 157.48 167
F 154.94 160
F 165.1 174
F 172.72 184
F 170.18 176
F 170.18 178
F 167.64 170
F 170.18 198
F 175.26 193
F 157.48 172
F 160.02 175
F 177.8 195
F 172.72 179
F 167.64 187
F 162.56 173
F 167.64 186
F 170.18 184
F 175.26 181
F 172.72 188
F 167.64 177
F 165.1 185
F 154.94 159
F 162.56 172
F 162.56 173
F 170.18 192
F 157.48 187
F 177.8 176
F 172.72 190
F 175.26 182
F 160.02 172
F 154.94 162
F 154.94 167
F 172.72 181
F 175.26 199
F 160.02 164
F 162.56 176
F 170.18 188
F 157.48 166
F 160.02 180
F 154.94 166
F 154.94 177
F 167.64 189
F 157.48 185
F 154.94 166
F 170.18 189
F 149.86 164
F 170.18 198
F 160.02 174
F 172.72 177
F 165.1 182
F 162.56 178
F 152.4 162
F 160.02 176
F 162.56 188
F 167.64 185
F 157.48 179
F 162.56 171
F 160.02 154
F 160.02 167
F 157.48 170
F 170.18 180
F 160.02 183
F 177.8 191
F 167.64 202
F 162.56 178
F 162.56 176
F 167.64 185
F 170.18 181
F 162.56 172
F 157.48 179
F 149.86 173
F 149.86 161
F 170.18 191
F 172.72 183
F 162.56 188
F 167.64 177
F 157.48 166
F 160.02 166
F 165.1 187
F 177.8 190
F 165.1 183
F 172.72 200
F 160.02 176
F 152.4 166
F 165.1 189
F 160.02 178
F 165.1 168
F 165.1 177
F 167.64 190
F 162.56 172
F 160.02 175
F 175.26 188
F 154.94 163
F 165.1 185
F 157.48 174
F 157.48 171
F 152.4 180
F 167.64 191
F 157.48 179
F 167.64 184
F 152.4 170
F 172.72 193
F 157.48 179
F 152.4 175
F 175.26 188
F 172.72 203
F 162.56 163
F 167.64 182
F 157.48 174
F 162.56 175
F 167.64 181
F 160.02 180
F 170.18 193
F 149.86 170
F 149.86 163
F 147.32 149
F 167.64 174
F 170.18 199
F 160.02 178
F 162.56 178
F 177.8 200
F 157.48 169
F 165.1 178
F 160.02 177
F 170.18 178
F 170.18 183
F 167.64 187
F 154.94 171
F 157.48 184
F 160.02 165
F 160.02 179
F 157.48 187
F 175.26 193
F 165.1 181
F 152.4 161
F 160.02 176
F 162.56 173
F 175.26 201
F 170.18 191
F 170.18 186
F 177.8 190
F 152.4 165
F 157.48 169
F 167.64 189
F 162.56 187
F 154.94 179
F 162.56 194
F 162.56 182
F 167.64 178
F 162.56 168
F 154.94 177
F 165.1 199
F 154.94 165
F 160.02 173
F 165.1 185
F 162.56 179
F 160.02 159
F 172.72 182
F 170.18 191
F 162.56 187
F 170.18 172
F 162.56 183
F 160.02 177
F 157.48 177
F 165.1 187
F 167.64 176
F 160.02 169
F 170.18 196
F 167.64 183
F 157.48 168
F 170.18 188
F 162.56 169
F 167.64 184
F 157.48 176
F 157.48 171
F 162.56 183
F 177.8 183
F 154.94 171
F 157.48 169
F 149.86 166
F 170.18 188
F 157.48 179
F 167.64 171
F 177.8 192
F 177.8 185
F 162.56 177
F 160.02 182
F 162.56 172
F 177.8 187
F 170.18 195
F 170.18 189
F 157.48 162
F 170.18 178
F 172.72 194
F 160.02 171
F 167.64 182
F 157.48 163
F 157.48 178
F 175.26 192
F 177.8 177
F 165.1 183
F 172.72 181
F 170.18 179
F 172.72 190
F 157.48 151
F 172.72 192
F 162.56 172
F 180.34 204
F 165.1 164
F 170.18 180
F 170.18 199
F 162.56 179
F 175.26 185
F 160.02 180
F 175.26 184
F 172.72 186
F 170.18 170
F 149.86 168
F 162.56 170
F 165.1 189
F 167.64 190
F 152.4 157
F 175.26 195
F 157.48 173
F 162.56 174
F 162.56 187
F 170.18 189
F 157.48 162
F 172.72 183
F 160.02 183
F 154.94 169
F 149.86 169
F 162.56 173
F 152.4 162
F 160.02 187
F 162.56 184
F 175.26 202
F 157.48 183
F 152.4 160
F 160.02 185
F 177.8 197
F 180.34 206
F 149.86 163
F 165.1 180
F 167.64 184
F 160.02 184
F 160.02 183
F 160.02 170
F 162.56 169
F 165.1 193
F 172.72 174
F 162.56 170
F 162.56 167
F 160.02 170
F 167.64 186
F 160.02 166
F 160.02 189
F 165.1 190
F 182.88 192
F 160.02 177
F 154.94 166
F 180.34 206
F 152.4 180
F 165.1 188
F 165.1 194
F 152.4 181
F 162.56 174
F 165.1 166
F 154.94 185
F 162.56 176
F 162.56 191
F 165.1 169
F 149.86 168
F 154.94 167
F 175.26 193
F 160.02 189
F 172.72 193
F 162.56 180
F 154.94 174
F 157.48 164
F 154.94 175
F 160.02 169
F 152.4 179
F 167.64 173
F 167.64 189
F 154.94 180
F 167.64 188
F 152.4 172
F 160.02 167
F 165.1 177
F 175.26 187
F 160.02 180
F 165.1 183
F 165.1 182
F 172.72 183
F 157.48 168
F 165.1 179
F 170.18 177
F 177.8 192
F 167.64 174
F 167.64 185
F 157.48 176
F 162.56 179
F 162.56 182
F 162.56 176
F 170.18 184
F 167.64 193
F 177.8 210
F 157.48 169
F 167.64 177
F 167.64 184
F 165.1 170
F 157.48 181
F 160.02 177
F 167.64 195
F 160.02 182
F 167.64 185
F 157.48 185
F 167.64 190
F 152.4 165
F 167.64 177
F 165.1 194
F 160.02 192
F 154.94 178
F 172.72 192
F 162.56 185
F 175.26 187
F 165.1 192
F 165.1 166
F 182.88 187
F 167.64 171
F 167.64 174
F 172.72 181
F 170.18 202
F 162.56 179
F 160.02 164
F 172.72 199
F 165.1 184
F 170.18 187
F 157.48 185
F 172.72 184
F 165.1 188
F 162.56 187
F 165.1 180
F 165.1 181
F 157.48 187
F 157.48 174
F 167.64 178
F 157.48 174
F 175.26 189
F 162.56 187
F 160.02 175
F 172.72 185
F 165.1 186
F 162.56 173
F 160.02 171
F 172.72 187
F 160.02 173
F 160.02 179
F 175.26 195
F 162.56 183
F 167.64 190
F 160.02 182
F 167.64 192
F 154.94 173
F 160.02 175
F 160.02 172
F 172.72 202
F 167.64 178
F 162.56 180
F 162.56 176
F 157.48 172
F 167.64 179
F 177.8 201
F 162.56 189
F 172.72 179
F 162.56 185
F 175.26 191
F 162.56 182
F 149.86 175
F 167.64 183
F 160.02 178
F 167.64 180
F 167.64 194
F 152.4 161
F 170.18 190
F 157.48 167
F 172.72 199
F 157.48 169
F 175.26 193
F 167.64 184
F 160.02 169
F 154.94 173
F 170.18 198
F 157.48 170
F 167.64 176
F 162.56 181
F 170.18 188
F 167.64 178
F 162.56 172
F 162.56 180
F 172.72 184
F 160.02 183
F 165.1 174
F 160.02 177
F 162.56 183
F 167.64 200
F 160.02 183
F 167.64 175
F 154.94 172
F 157.48 191
F 129.54 163
F 170.18 181
F 160.02 173
F 162.56 177
F 170.18 186
F 172.72 186
F 160.02 185
F 175.26 186
F 167.64 179
F 170.18 188
F 175.26 195
F 160.02 177
F 170.18 192
F 157.48 180
F 157.48 176
F 165.1 176
F 162.56 167
F 170.18 196
F 147.32 169
F 162.56 189
F 162.56 191
F 157.48 174
F 162.56 176
F 165.1 184
F 165.1 169
F 165.1 173
F 157.48 184
F 167.64 178
F 170.18 190
F 172.72 182
F 162.56 177
F 165.1 187
F 154.94 179
F 149.86 154
F 170.18 176
F 175.26 196
F 167.64 184
F 172.72 191
F 170.18 186
F 157.48 164
F 167.64 172
F 162.56 178
F 160.02 192
F 165.1 179
F 170.18 195
F 175.26 203
F 170.18 182
F 160.02 175
F 167.64 179
F 160.02 167
F 162.56 160
F 160.02 166
F 162.56 189
F 170.18 178
F 170.18 173
F 167.64 209
F 165.1 187
F 167.64 194
F 167.64 193
F 160.02 174
F 175.26 195
F 167.64 177
F 157.48 173
F 167.64 190
F 160.02 170
F 152.4 167
F 152.4 171
F 172.72 187
F 170.18 183
F 162.56 180
F 167.64 188
F 167.64 188
F 167.64 202
F 170.18 180
F 157.48 178
F 162.56 186
F 162.56 167
F 162.56 170
F 157.48 185
F 149.86 170
F 167.64 183
F 162.56 177
F 170.18 188
F 157.48 188
F 162.56 176
F 154.94 176
F 170.18 192
F 170.18 184
F 167.64 191
F 160.02 183
F 165.1 179
F 170.18 193
F 167.64 186
F 162.56 189
F 167.64 178
F 167.64 186
F 165.1 176
F 162.56 170
F 172.72 191
F 165.1 175
F 170.18 192
F 162.56 173
F 175.26 194
F 170.18 200
F 157.48 172
F 152.4 172
F 160.02 170
F 175.26 194
F 170.18 206
F 170.18 183
F 157.48 170
F 162.56 192
F 165.1 174
F 167.64 190
F 167.64 177
F 172.72 183
F 170.18 203
F 172.72 195
F 157.48 171
F 157.48 172
F 165.1 184
F 167.64 192
F 160.02 184
F 172.72 193
F 157.48 170
F 170.18 187
F 175.26 203
F 160.02 173
F 154.94 178
F 160.02 184
F 170.18 182
F 160.02 185
F 167.64 178
F 162.56 172
F 182.88 180
F 160.02 169
F 160.02 180
F 160.02 169
F 162.56 179
F 193.04 215
F 162.56 183
F 170.18 198
F 160.02 183
F 160.02 164
F 170.18 190
F 154.94 161
F 160.02 193
F 162.56 188
F 162.56 176
F 157.48 178
F 160.02 176
F 154.94 165
F 165.1 178
F 165.1 186
F 162.56 174
F 167.64 175
F 160.02 181
F 162.56 177
F 175.26 199
F 167.64 186
F 160.02 164
F 167.64 175
F 160.02 177
F 154.94 181
F 157.48 175
F 160.02 178
F 167.64 187
F 167.64 180
F 165.1 171
F 162.56 176
F 167.64 194
F 162.56 176
F 160.02 176
F 167.64 192
F 167.64 172
F 167.64 175
F 162.56 182
F 177.8 191
F 160.02 181
F 167.64 184
F 160.02 158
F 162.56 187
F 180.34 210
F 172.72 198
F 157.48 183
F 162.56 189
F 165.1 178
F 165.1 178
F 177.8 199
F 160.02 188
F 160.02 173
F 170.18 192
F 172.72 199
F 170.18 188
F 157.48 182
F 162.56 173
F 167.64 181
F 167.64 187
F 162.56 194
F 167.64 196
F 160.02 178
F 157.48 170
F 162.56 173
F 144.78 168
F 167.64 192
F 165.1 188
F 157.48 179
F 165.1 183
F 167.64 196
F 172.72 191
F 162.56 185
F 162.56 171
F 165.1 177
F 162.56 177
F 167.64 193
F 160.02 176
F 154.94 169
F 160.02 174
F 162.56 172
F 170.18 184
F 160.02 180
F 170.18 184
F 175.26 189
F 170.18 179
F 160.02 178
F 167.64 182
F 170.18 194
F 162.56 170
F 160.02 172
F 157.48 178
F 160.02 173
F 172.72 184
F 167.64 191
F 162.56 185
F 160.02 175
F 170.18 180
F 172.72 184
F 157.48 170
F 157.48 172
F 162.56 179
F 157.48 160
F 167.64 193
F 162.56 170
F 182.88 212
F 170.18 181
F 165.1 188
F 172.72 206
F 157.48 162
F 167.64 187
F 162.56 167
F 172.72 181
F 175.26 195
F 160.02 166
F 170.18 182
F 157.48 180
F 165.1 173
F 170.18 178
F 167.64 185
F 165.1 191
F 157.48 179
F 157.48 177
F 172.72 194
F 157.48 164
F 170.18 182
F 157.48 169
F 157.48 169
F 157.48 179
F 177.8 207
F 157.48 181
F 170.18 194
F 167.64 180
F 170.18 206
F 172.72 181
F 165.1 174
F 160.02 181
F 157.48 162
F 170.18 171
F 165.1 174
F 167.64 167
F 157.48 174
F 167.64 179
F 160.02 185
F 157.48 189
F 157.48 180
F 175.26 184
F 167.64 177
F 152.4 164
F 162.56 173
F 157.48 169
F 160.02 180
F 165.1 183
F 157.48 171
F 160.02 170
F 154.94 167
F 167.64 183
F 165.1 171
F 172.72 184
F 175.26 191
F 170.18 185
F 160.02 163
F 160.02 179
F 162.56 177
F 167.64 183
F 160.02 177
F 167.64 187
F 154.94 173
F 160.02 183
F 160.02 182
F 157.48 171
F 162.56 179
F 160.02 168
F 157.48 183
F 172.72 187
F 167.64 186
F 162.56 184
F 167.64 176
F 162.56 173
F 167.64 175
F 162.56 185
F 162.56 188
F 165.1 191
F 162.56 183
F 172.72 175
F 157.48 176
F 149.86 175
F 149.86 173
F 160.02 164
F 165.1 183
F 172.72 186
F 165.1 183
F 157.48 181
F 170.18 193
F 172.72 194
F 160.02 163
F 172.72 183
F 154.94 166
F 154.94 170
F 165.1 193
F 175.26 189
F 165.1 185
F 175.26 199
F 160.02 173
F 170.18 180
F 157.48 167
F 172.72 174
F 157.48 175
F 162.56 188
F 172.72 205
F 165.1 178
F 165.1 182
F 154.94 173
F 175.26 197
F 157.48 179
F 165.1 180
F 157.48 165
F 160.02 181
F 157.48 166
F 175.26 177
F 167.64 183
F 162.56 174
F 152.4 172
F 165.1 190
F 160.02 186
F 165.1 182
F 177.8 184
F 160.02 176
F 162.56 191
F 175.26 196
F 157.48 176
F 157.48 167
F 154.94 179
F 167.64 177
F 162.56 191
F 154.94 168
F 167.64 171
F 152.4 161
F 157.48 168
F 162.56 188
F 162.56 175
F 170.18 185
F 172.72 192
F 157.48 171
F 162.56 169
F 172.72 201
F 167.64 183
F 157.48 168
F 170.18 196
F 167.64 191
F 170.18 184
F 154.94 183
F 167.64 195
F 162.56 181
F 167.64 181
F 180.34 188
F 170.18 198
F 167.64 191
F 170.18 197
F 162.56 187
F 160.02 187
F 157.48 166
F 157.48 170
F 162.56 175
F 162.56 179
F 154.94 178
F 157.48 175
F 165.1 182
F 147.32 162
F 165.1 174
F 162.56 189
F 154.94 164
F 175.26 179
F 154.94 163
F 162.56 171
F 162.56 180
F 149.86 169
F 160.02 184
F 175.26 196
F 162.56 173
F 170.18 196
F 165.1 175
F 160.02 179
F 172.72 179
F 162.56 182
F 147.32 161
F 162.56 170
F 160.02 186
F 165.1 196
F 167.64 180
F 172.72 183
F 154.94 176
F 172.72 185
F 157.48 174
F 152.4 172
F 170.18 171
F 160.02 175
F 154.94 176
F 167.64 179
F 165.1 186
F 170.18 187
F 172.72 191
F 172.72 183
F 160.02 176
F 157.48 171
F 160.02 183
F 157.48 175
F 162.56 190
F 157.48 184
F 165.1 188
F 170.18 187
F 175.26 201
F 167.64 182
F 167.64 179
F 162.56 169
F 160.02 165
F 157.48 172
F 162.56 180
F 160.02 167
F 160.02 174
F 162.56 179
F 165.1 180
F 167.64 200
F 167.64 175
F 160.02 180
F 180.34 194
F 160.02 176
F 170.18 176
F 167.64 191
F 165.1 184
F 170.18 185
F 167.64 181
F 167.64 185
